issue_id,issue_key,resolution,issue_status,issue_type,created_date,resolution_date,description,organisation,load_date
"11077","SD-1069","Done","Closed","Change","2021-10-04T09:18:36.982+1300","2021-10-05T16:50:41.458+1300","NZHL Key vaults should have purge protection enabled","NZHL","2023-10-01"
"11076","SD-1068","Done","Closed","Change","2021-10-04T09:14:44.927+1300","2021-11-01T10:18:24.689+1300","NZHL Log Analytics agent should be installed on virtual machines","NZHL","2023-10-01"
"11075","SD-1067","Done","Closed","Change","2021-10-04T09:10:17.016+1300","2021-10-05T16:58:30.855+1300","NZHL Remove external accounts with owner permissions from subscriptions","NZHL","2023-10-01"
"11074","SD-1066","Done","Closed","Service Request","2021-09-30T13:49:55.606+1300","2021-10-03T20:05:27.042+1300","Service Desk Ticket Edited: T20210930.0040 - Copy of AE Load files from HardHead to zprefect required (Livestock Improvement Corporation)","LIC","2023-10-01"
"11073","SD-1065","Done","Closed","Service Request","2021-09-30T13:07:25.750+1300","2021-09-30T13:12:13.570+1300","NZHL Azure AD is unable to write back password","NZHL","2023-10-01"
"11072","SD-1064","Done","Closed","Service Request","2021-09-29T09:10:09.597+1300","2021-09-30T09:53:59.997+1300","Service Desk Ticket Edited: T20210929.0010 - URGENT LSS mapped network drives are not working (Livestock Improvement Corporation)","LIC","2023-10-01"
"11071","SD-1063","Done","Closed","Change","2021-09-27T09:30:20.051+1300","2021-09-29T07:53:30.006+1300","LIC Batch Production Server Patching 29th September 2021","LIC","2023-10-01"
"11070","SD-1062","Done","Closed","Service Request","2021-09-24T15:21:29.970+1200","2021-10-04T14:14:35.384+1300","Reduce the number of Veeam snapshots retained from 3 to 2 for Batch servers.","LIC","2023-10-01"
"11069","SD-1061","Done","Closed","Service Request","2021-09-24T14:05:48.392+1200","2021-09-30T10:03:00.056+1300","Service Desk Ticket Edited: T20210924.0037 - refresh zprefect:/oltpe1/data/P01102/NZL/ directory (Livestock Improvement Corporation)","LIC","2023-10-01"
"11068","SD-1060","Done","Closed","Change","2021-09-23T20:55:09.099+1200","2021-09-24T23:16:04.118+1200","Upgrade Production AKS cluster from 1.19.11 to 1.20.9","ProCare","2023-10-01"
"11067","SD-1059","Done","Closed","Service Request","2021-09-23T16:16:07.447+1200","2021-10-05T14:12:31.505+1300","Service Desk Ticket Edited: T20210923.0081 - SAMBA access to ZANVIL for Datamate support (Livestock Improvement Corporation)","LIC","2023-10-01"
"11066","SD-1058","Done","Closed","Service Request","2021-09-23T15:05:06.018+1200","2022-01-14T09:01:30.651+1300","LIC Research and report on Azure Advisor alerts","LIC","2023-10-01"
"11065","SD-1057","Done","Closed","Service Request","2021-09-22T10:33:21.976+1200","2021-09-27T22:22:20.985+1300","Housekeeping app URL","Farmax","2023-10-01"
"11064","SD-1056","Done","Closed","Incident","2021-09-21T12:06:31.152+1200","2021-10-24T14:29:47.394+1300","etp-monitor1.dhdc.mgnt no logging from 9:20 am to 3:23 pm on 20th September 2021","ETP","2023-10-01"
"11063","SD-1055","Done","Closed","Service Request","2021-09-21T03:45:16.152+1200","2021-09-21T09:51:31.222+1200","Test Support Ticket","The Clinician","2023-10-01"
"11062","SD-1054","Done","Closed","Change","2021-09-20T10:55:19.326+1200","2021-09-28T22:36:32.913+1300","nzhomeloans.co.nz Name Server migration","NZHL","2023-10-01"
"11061","SD-1053","Done","Closed","Service Request","2021-09-20T10:53:30.277+1200","2021-09-22T14:25:25.286+1200","NCC Errors do not disappear - Queen Street Cluster","LIC","2023-10-01"
"11060","SD-1052","Done","Closed","Service Request","2021-09-17T16:49:13.205+1200","2021-09-21T13:24:28.462+1200","Service Desk Ticket Edited: T20210917.0064 - vi editor opens scripts in 'read only' mode in /oltpd1/proc/ (Livestock Improvement Corporation)","LIC","2023-10-01"
"11059","SD-1051","Done","Closed","Service Request","2021-09-16T09:26:52.429+1200","2021-09-16T09:48:12.036+1200","Housekeeping app - test env","Farmax","2023-10-01"
"11058","SD-1050","Done","Closed","Change","2021-09-15T16:14:34.724+1200","2021-09-16T22:53:10.843+1200","Upgrade DEV AKS cluster from 1.19.11 to 1.20.9","ProCare","2023-10-01"
"11057","SD-1049","Done","Closed","Change","2021-09-15T09:30:16.147+1200","2021-09-16T22:48:03.718+1200","LIC Acceptance & AU East Infra Servers Patching 16th Sep 2021","LIC","2023-10-01"
"11056","SD-1048","Duplicate","Closed","Service Request","2021-09-15T08:46:19.307+1200","2021-09-15T15:40:24.406+1200","FW: Emerging","Farmax","2023-10-01"
"11053","SD-1045","Done","Closed","Change","2021-09-14T16:23:08.669+1200","2021-09-15T19:29:15.183+1200","DMExpress License install on dev, accp, and prod at 5PM Wednesday 15 Sep 2021","LIC","2023-10-01"
"11052","SD-1044","Done","Closed","Change","2021-09-14T15:33:51.551+1200","2021-09-17T12:02:29.179+1200","2021-09 Security Patching Notice - METEC2VBO01","Metlifecare","2023-10-01"
"11051","SD-1043","Done","Closed","Change","2021-09-14T09:06:59.596+1200","2021-09-14T10:09:04.644+1200","Install syncsort license in dev, accp, prod","LIC","2023-10-01"
"11047","SD-1039","Done","Closed","Change","2021-09-13T21:01:50.096+1200","2021-09-13T21:05:48.097+1200","LIC Veeam server patching","LIC","2023-10-01"
"11046","SD-1038","Done","Closed","Service Request","2021-09-13T15:03:52.774+1200","2021-09-14T16:32:52.420+1200","Service Desk Ticket Edited: T20210913.0065 - ETP monthly server list required for August (Livestock Improvement Corporation)","LIC","2023-10-01"
"11040","SD-1035","Done","Closed","Service Request","2021-09-10T15:08:36.137+1200","2021-09-16T22:48:32.995+1200","Console updates","Farmax","2023-10-01"
"11039","SD-1034","Done","Closed","Service Request","2021-09-10T08:40:08.992+1200","2021-09-10T11:13:21.950+1200","FW Question","Atlas Gentech","2023-10-01"
"11038","SD-1033","Done","Closed","Incident","2021-09-09T14:22:04.725+1200","2021-09-09T14:25:21.955+1200","Service Desk Ticket Edited: T20210908.0140 - Opening Batch job reports (Livestock Improvement Corporation)","LIC","2023-10-01"
"11037","SD-1032","Done","Closed","Change","2021-09-08T17:11:38.846+1200","2021-09-08T17:13:43.981+1200","Correct ftppub share - Anvil and Iceage","LIC","2023-10-01"
"11036","SD-1031","Done","Closed","Incident","2021-09-03T14:23:04.565+1200","2021-09-03T14:26:13.645+1200","Prod and Demo bubbles containers readiness probes failing causing restarts","ProCare","2023-10-01"
"11034","SD-1029","Done","Closed","Service Request","2021-09-02T21:06:08.082+1200","2021-09-07T12:37:48.572+1200","Reserved Instances for \"LIC Azure\" subscription","LIC","2023-10-01"
"11033","SD-1028","Done","Closed","Service Request","2021-09-02T16:57:09.304+1200","2021-09-16T22:49:50.312+1200","Service Desk Ticket Edited: T20210902.0070 - Need access to zAnvil , zIceAge & zPrefect (Livestock Improvement Corporation)","LIC","2023-10-01"
"11032","SD-1027","Done","Closed","Service Request","2021-09-01T13:09:22.341+1200","2021-09-01T13:10:56.318+1200","Copy AE load files for DIGAD testing","LIC","2023-10-01"
"11031","SD-1026","Done","Closed","Change","2021-09-01T13:01:33.954+1200","2021-09-27T12:00:54.161+1300","Upgrade Newstead Nutanix Hyper-V from Window Server 2016 to 2019","LIC","2023-10-01"
"11030","SD-1025","Done","Closed","Incident","2021-08-31T07:37:23.742+1200","2021-08-31T10:14:28.918+1200","Service Desk Ticket Edited: T20210830.0118 - URGENT - zprefect DEV Batch file system is in read only mode - pls fix (Livestock Improvement Corporation)","LIC","2023-10-01"
"11029","SD-1024","Done","Closed","Change","2021-08-29T20:25:17.812+1200","2021-08-30T16:46:22.705+1200","Firewall Rule Changes for Cloud v4 Upgrade","Atlas Gentech","2023-10-01"
"11028","SD-1023","Done","Closed","Change","2021-08-27T16:30:20.130+1200","2021-09-09T22:28:33.823+1200","Upgrade New Relic integration","ProCare","2023-10-01"
"11027","SD-1022","Done","Closed","Change","2021-08-27T14:53:51.412+1200","2021-09-09T22:31:25.173+1200","Migrate from Flux v1 to Flux v2","ProCare","2023-10-01"
"11026","SD-1021","Done","Closed","Change","2021-08-27T14:33:52.908+1200","2021-09-09T22:25:44.869+1200","Upgrade ingress-nginx controllers","ProCare","2023-10-01"
"11025","SD-1020","Done","Resolved","Problem","2021-08-27T09:48:49.281+1200","2021-08-31T11:30:40.712+1200","VNC Service lost for 2 servers","Atlas Gentech","2023-10-01"
"11022","SD-1017","Done","Closed","Service Request","2021-08-26T07:39:41.820+1200","2021-08-31T10:18:04.075+1200","Service Desk Ticket Edited: T20210825.0087 - URGENT = LIC AE changes required for CRV cut over (Livestock Improvement Corporation)","LIC","2023-10-01"
"11021","SD-1016","Done","Closed","Service Request","2021-08-25T12:11:07.489+1200","2021-10-04T14:08:37.507+1300","RE: Firewall support for upcoming Cloud v4 upgrade","Atlas Gentech","2023-10-01"
"11020","SD-1015","Done","Closed","Change","2021-08-23T12:53:54.876+1200","2021-08-26T22:03:19.938+1200","Add Samba Shares configure for batch Production 2021-08-26","LIC","2023-10-01"
"11019","SD-1014","Done","Closed","Change","2021-08-23T12:36:36.677+1200","2021-08-25T21:41:34.323+1200","Add additional four Samba Shares configure for batch accp","LIC","2023-10-01"
"11018","SD-1013","Done","Closed","Service Request","2021-08-19T16:40:58.567+1200","2021-09-15T09:54:40.287+1200","FW: Azure Transfers | Subscription Access","ETP","2023-10-01"
"11017","SD-1012","Done","Closed","Change","2021-08-18T12:53:36.093+1200","2021-08-25T15:13:04.645+1200","Batch Production Patching for July 2021-08-25","LIC","2023-10-01"
"11016","SD-1011","Done","Closed","Service Request","2021-08-17T19:06:26.106+1200","2021-10-04T10:32:20.414+1300","FW: AWS Invoicing error ","ETP","2023-10-01"
"11015","SD-1010","Done","Closed","Service Request","2021-08-17T14:37:41.897+1200","2021-08-18T12:52:15.107+1200","Rene cannot access the Azure Files batch archive","LIC","2023-10-01"
"11014","SD-1009","Done","Closed","Change","2021-08-17T14:24:12.662+1200","2021-09-14T16:27:59.920+1200","Decommission SoftNas, Solaris Batch Servers, LICAZSDIM01, Storage Account (licazsanimalbackups)","LIC","2023-10-01"
"11013","SD-1008","Duplicate","Closed","Service Request","2021-08-17T12:00:44.940+1200","2021-09-05T20:54:42.611+1200","FW: Firewall support for Cloud v4 upgrade on 2nd Sept 21","Atlas Gentech","2023-10-01"
"11012","SD-1007","Done","Closed","Service Request","2021-08-17T11:31:21.097+1200","2021-09-30T19:04:32.019+1300","NZHL - Enable SPF, DKIM & DMARK","NZHL","2023-10-01"
"11011","SD-1006","Done","Closed","Change","2021-08-10T17:18:42.894+1200","2021-09-14T16:28:30.848+1200","Reserved Instances for LIC","LIC","2023-10-01"
"11009","SD-1004","","Closed","Service Request","2021-08-10T14:32:55.296+1200","","33365 - Azure Payshield Payment Gateway - T&M","KiwiRail","2023-10-01"
"11008","SD-1003","Done","Closed","Change","2021-08-10T11:36:53.572+1200","2021-08-11T13:31:48.046+1200","Install Python 3.9.6 on LICAZSBATCHP01","LIC","2023-10-01"
"11007","SD-1002","Done","Closed","Service Request","2021-08-10T09:02:39.268+1200","2021-08-12T23:21:21.588+1200","Service Desk Ticket Edited: T20210809.0099 - URGENT : Please Restore licazsbatchd01:/oltpd1/proc/ directory from most recent backup (Livestock Improvement Corporation)","LIC","2023-10-01"
"11006","SD-1001","Done","Closed","Change","2021-08-09T14:51:30.525+1200","2021-08-18T12:54:16.356+1200","Batch Acceptance Patching for August 17th ","LIC","2023-10-01"
"11005","SD-1000","Done","Closed","Change","2021-08-09T13:55:20.205+1200","2021-08-19T13:49:15.810+1200","Firmware updates on Queen St Nutanix Thursday 10am - APPROVED FOR 19TH AUGUST 2021","LIC","2023-10-01"
"11004","SD-999","Done","Closed","Change","2021-08-09T09:59:22.272+1200","2021-08-12T23:22:06.692+1200","LIC Dev & Infra Patching for Thursday 12th August","LIC","2023-10-01"
"11003","SD-998","Done","Closed","Change","2021-08-05T09:38:27.576+1200","2021-08-12T23:23:40.751+1200","Update Samba Shares configure for batch accp","LIC","2023-10-01"
"11002","SD-997","Done","Closed","Change","2021-08-05T09:09:51.794+1200","2021-08-09T11:15:32.977+1200","Install Python 3.9.6 for LICAZSBATCHD01, LICAZSBATCHA01","LIC","2023-10-01"
"11001","SD-996","Done","Closed","Incident","2021-08-04T13:21:35.205+1200","2021-08-28T09:11:03.578+1200","Veeam worker nodes still running 8 hours after last activity","LIC","2023-10-01"
"11000","SD-995","","Closed","Service Request","2021-08-02T17:19:45.760+1200","","32706 - Aura security review of AKS for ACC","ETP","2023-10-01"
"10999","SD-994","","Closed","Service Request","2021-08-02T17:00:18.730+1200","","Managed Services - NZ Home Loans","NZHL","2023-10-01"
"10998","SD-993","","Closed","Service Request","2021-08-02T15:56:52.233+1200","","SMX AKS assessment","ETP","2023-10-01"
"10997","SD-992","","Closed","Service Request","2021-08-02T15:51:05.013+1200","","Clinicians Azure deployment","ETP","2023-10-01"
"10996","SD-991","Done","Closed","Service Request","2021-07-30T10:39:59.081+1200","2021-08-26T22:07:11.075+1200","New SAMBA Access for Batch","LIC","2023-10-01"
"10995","SD-990","Done","Closed","Service Request","2021-07-28T17:29:59.978+1200","2021-08-09T11:15:50.621+1200","Python 3.8 or 3.9 on batch","LIC","2023-10-01"
"10994","SD-989","Done","Closed","Change","2021-07-28T10:52:51.060+1200","2021-07-28T22:54:33.206+1200","Upgrade Production AKS cluster from 1.18.17 to 1.19.11","ProCare","2023-10-01"
"10993","SD-988","Done","Closed","Change","2021-07-27T09:45:40.574+1200","2021-07-28T08:37:51.536+1200","Batch Production Patching","LIC","2023-10-01"
"10992","SD-987","Done","Closed","Service Request","2021-07-26T16:58:38.614+1200","2021-07-27T10:07:51.597+1200","Service Desk Ticket Edited: T20210726.0109 - ETP monthly server list required for July (Livestock Improvement Corporation)","LIC","2023-10-01"
"10991","SD-986","Done","Closed","Change","2021-07-26T15:29:41.319+1200","2021-07-27T23:13:28.227+1200","Upgrade Secrets Store CSI Driver and Azure Key Vault provider in prod AKS cluster","ProCare","2023-10-01"
"10990","SD-985","Won't Do","Closed","Service Request","2021-07-23T17:24:12.859+1200","2021-07-23T22:33:19.179+1200","Test #2","NZHL","2023-10-01"
"10989","SD-984","Done","Closed","Incident","2021-07-22T18:30:42.090+1200","2021-07-22T18:38:35.995+1200","Bubbles build pipeline error","ProCare","2023-10-01"
"10988","SD-983","Done","Closed","Service Request","2021-07-22T17:15:03.828+1200","2021-07-28T21:16:51.760+1200","Azure resources request","Farmax","2023-10-01"
"10986","SD-981","Done","Closed","Incident","2021-07-21T10:19:23.547+1200","2021-07-21T10:28:22.588+1200","Veeam Backup for Azure, Backup retention job failed at 12:00AM daily","LIC","2023-10-01"
"10985","SD-980","Done","Closed","Incident","2021-07-16T13:45:17.221+1200","2021-07-22T18:31:25.205+1200","After AKS upgrade, devops-agent cannot tag images in ACR repo as docker command doesn't work","ProCare","2023-10-01"
"10984","SD-979","Done","Closed","Incident","2021-07-13T12:22:34.693+1200","2021-07-19T09:16:49.945+1200","Service Desk Ticket Edited: T20210621.0069 - Access to S drive (Livestock Improvement Corporation)","LIC","2023-10-01"
"10983","SD-978","Done","Closed","Change","2021-07-12T15:00:05.368+1200","2021-07-27T23:13:15.992+1200","Remove obsolete subnets and NSGs","ProCare","2023-10-01"
"10982","SD-977","Duplicate","Closed","Service Request","2021-07-12T10:47:52.242+1200","2021-07-12T11:29:03.941+1200","Service Desk Ticket Edited: T20210628.0094 - Security Breach error in WinSCP (Livestock Improvement Corporation)","LIC","2023-10-01"
"10981","SD-976","Done","Closed","Service Request","2021-07-12T10:46:46.930+1200","2021-07-12T12:33:44.720+1200","Service Desk Ticket Edited: T20210707.0046 - URGENT - Access denied within WINscp accessing Anvil (Livestock Improvement Corporation)","LIC","2023-10-01"
"10980","SD-975","","Closed","Service Request","2021-07-08T21:02:03.233+1200","","Kiwirail cloud team capacity - Week: 05 July","KiwiRail","2023-10-01"
"10979","SD-974","Done","Closed","Service Request","2021-07-08T10:30:01.057+1200","2021-07-19T09:16:18.299+1200","devops access","Farmax","2023-10-01"
"10978","SD-973","Done","Closed","Service Request","2021-07-07T21:18:05.183+1200","2021-08-02T13:43:15.305+1200","Serious Confusion with my IDAM build","ProCare","2023-10-01"
"10977","SD-972","Done","Closed","Change","2021-07-07T14:09:44.322+1200","2021-07-09T13:12:10.670+1200","licazsbatcha01: switch AD creds renewal to be a cron job and include Samba, fixup smb.conf","LIC","2023-10-01"
"10976","SD-971","Done","Closed","Incident","2021-07-07T10:57:06.658+1200","2021-07-28T21:41:23.681+1200","CVM Leader not sync time to AD NTP Servers","LIC","2023-10-01"
"10975","SD-970","Done","Closed","Incident","2021-07-07T09:20:02.149+1200","2021-07-07T14:51:09.840+1200","AE Extract tar -Ecvf backup step failed  ","LIC","2023-10-01"
"10974","SD-969","Done","Closed","Change","2021-07-05T15:25:16.525+1200","2021-07-22T09:23:57.099+1200","licazebatchp01: switch AD creds renewal to be a cron job and include Samba, fixup smb.conf","LIC","2023-10-01"
"10973","SD-968","Done","Closed","Change","2021-07-05T15:24:29.166+1200","2021-07-22T09:24:05.616+1200","Acceptance Patching July","LIC","2023-10-01"
"10972","SD-967","Duplicate","Closed","Service Request","2021-07-05T11:39:42.694+1200","2021-07-06T09:13:42.011+1200","Service Desk Ticket Edited: T20210702.0064 - P2 - Bulk 3GP Output folder - i:\ P04764\D185511 - URGENT (Livestock Improvement Corporation)","LIC","2023-10-01"
"10971","SD-966","Duplicate","Closed","Service Request","2021-07-05T08:30:31.534+1200","2021-07-06T09:13:20.936+1200","Service Desk Ticket Edited: T20210702.0064 - Bulk 3GP Output folder - i:\ P04764\D185511 - URGENT (Livestock Improvement Corporation)","LIC","2023-10-01"
"10970","SD-965","Done","Closed","Incident","2021-07-02T15:54:05.389+1200","2021-07-05T08:37:42.590+1200","Fwd: Deployment of IDAM solution now not deploying the correct release","ProCare","2023-10-01"
"10969","SD-964","Done","Closed","Incident","2021-07-02T14:28:29.406+1200","2021-07-22T10:39:57.538+1200","Service Desk Ticket Edited: T20210701.0056 - Actuate System - Bulk 3GP  output folder Folder (Livestock Improvement Corporation)","LIC","2023-10-01"
"10968","SD-963","Done","Closed","Service Request","2021-07-02T13:52:59.363+1200","2021-07-07T11:08:05.639+1200","access request","Farmax","2023-10-01"
"10967","SD-962","Done","Closed","Service Request","2021-07-01T13:39:20.295+1200","2021-07-01T21:16:27.974+1200","Service Desk Ticket Edited: T20210701.0051 - ETP's monthly server list required- June (Livestock Improvement Corporation)","LIC","2023-10-01"
"10966","SD-961","Duplicate","Closed","Service Request","2021-06-30T11:37:38.791+1200","2021-07-30T08:58:34.080+1200","RE: The IDAM Pipeline is not deploying the code it is supposed to be building","ProCare","2023-10-01"
"10965","SD-960","Software failure","Closed","Incident","2021-06-29T14:31:33.876+1200","2021-07-01T17:26:08.115+1200","FTP service has failed","Atlas Gentech","2023-10-01"
"10964","SD-959","Done","Closed","Incident","2021-06-29T12:22:54.103+1200","2021-07-23T09:15:59.434+1200","MINDA Pro Sync's not working via Cold Fusion (COBOL Project)","LIC","2023-10-01"
"10963","SD-958","Done","Closed","Change","2021-06-28T15:25:43.143+1200","2021-07-01T21:19:32.828+1200","Nutanix Newstead IPMI Cold Reset and Reset to Factory Default with preserving User configurations","LIC","2023-10-01"
"10962","SD-957","Done","Closed","Incident","2021-06-24T10:44:52.056+1200","2021-06-24T10:46:53.623+1200","T20210623.0005 - LIC Telephony Outage 23/06/2021","LIC","2023-10-01"
"10961","SD-956","Done","Closed","Change","2021-06-24T10:12:00.367+1200","2021-06-30T13:08:49.830+1200","Upgrade Production AKS cluster from 1.17.9 to 1.18.17","ProCare","2023-10-01"
"10960","SD-955","Done","Closed","Change","2021-06-24T09:45:12.023+1200","2021-06-24T09:48:23.354+1200","Upgrade ingress controllers on Prod cluster","ProCare","2023-10-01"
"10959","SD-954","Done","Closed","Service Request","2021-06-23T15:40:45.582+1200","2021-07-01T21:16:51.930+1200","Benchmarking App Service","Farmax","2023-10-01"
"10958","SD-953","Done","Closed","Service Request","2021-06-23T11:04:01.548+1200","2021-06-30T11:36:51.784+1200","IDAM test deployment","ProCare","2023-10-01"
"10957","SD-952","Done","Closed","Service Request","2021-06-22T17:34:49.140+1200","2021-06-30T16:04:42.782+1200","Re: Deploying to the dev stack...","ProCare","2023-10-01"
"10956","SD-951","Done","Closed","Change","2021-06-22T14:16:42.934+1200","2021-07-02T11:31:59.142+1200","Production Cutover of Batch and DB2","LIC","2023-10-01"
"10955","SD-950","","Closed","Service Request","2021-06-22T09:08:45.650+1200","","Kiwirail Mule Migration - Dev Env","KiwiRail","2023-10-01"
"10954","SD-949","","Closed","Service Request","2021-06-21T12:55:54.220+1200","","Kiwirail cloud team capacity - Week: 28 June","KiwiRail","2023-10-01"
"10953","SD-948","Done","Closed","Change","2021-06-21T11:46:26.342+1200","2021-07-02T11:30:31.010+1200","Update firmware on Nutanix DR Cluster","LIC","2023-10-01"
"10952","SD-947","","Closed","Service Request","2021-06-21T09:38:58.213+1200","","MBIE Aura security review of OpenShift","ETP","2023-10-01"
"10951","SD-946","Done","Resolved","Problem","2021-06-21T09:04:39.211+1200","2021-07-01T21:24:51.963+1200","FW: NCC Email Digest run at Mon Jun 21 06:33:10 2021 for cluster LICNEWNUTCL01.MSAD.LIVESTOCK.ORG.NZ","LIC","2023-10-01"
"10950","SD-945","Done","Closed","Change","2021-06-18T10:48:31.275+1200","2021-07-02T11:20:10.556+1200","Test MF License Server Failover for LIC","LIC","2023-10-01"
"10949","SD-944","Done","Closed","Incident","2021-06-18T09:28:16.694+1200","2021-07-19T09:58:27.576+1200","LIC Veeam Azure backup worker VMs in fail state","LIC","2023-10-01"
"10948","SD-943","Done","Resolved","Problem","2021-06-18T09:04:51.161+1200","2021-06-18T11:16:14.530+1200","Re: Periodic Build failures","ProCare","2023-10-01"
"10947","SD-942","Done","Closed","Incident","2021-06-16T11:26:19.407+1200","2021-06-18T10:04:36.332+1200","FW: MAJOR PROBLEM","ProCare","2023-10-01"
"10946","SD-941","","Closed","Service Request","2021-06-15T12:13:13.448+1200","","Ceres - Azure Security Remediation","Ceres","2023-10-01"
"10945","SD-940","Done","Closed","Service Request","2021-06-11T11:30:20.217+1200","2021-06-21T12:53:27.525+1200","FW: CRM107496: nxpsaphdbp01 : File System Full","NXP","2023-10-01"
"10944","SD-939","Won't Do","Closed","Incident","2021-06-11T09:10:51.476+1200","2021-06-14T08:56:33.998+1200","LICNT1BATCHP01 - ZFS Send Job Fails","LIC","2023-10-01"
"10943","SD-938","Done","Closed","Change","2021-06-10T12:50:31.812+1200","2021-06-21T11:43:52.180+1200","LIC Infra (5pm) & Dev (10pm) patching Thursday 17th June","LIC","2023-10-01"
"10942","SD-937","Done","Closed","Incident","2021-06-10T12:23:13.304+1200","2021-06-15T09:54:35.841+1200","One half of the Fortigate cluster appears to be down/missing","Atlas Gentech","2023-10-01"
"10941","SD-936","Done","Closed","Service Request","2021-06-09T12:47:25.434+1200","2021-06-14T08:57:14.318+1200","Azure function issue","Farmax","2023-10-01"
"10940","SD-935","Done","Closed","Incident","2021-06-09T09:23:23.652+1200","2021-07-22T18:41:32.607+1200","k8s event warnings","ProCare","2023-10-01"
"10939","SD-934","Done","Closed","Incident","2021-06-08T09:16:57.062+1200","2021-07-01T13:14:01.943+1200","Nutanix RAM use nearly 300%  ","LIC","2023-10-01"
"10938","SD-933","Done","Closed","Service Request","2021-06-04T11:06:55.904+1200","2021-06-22T15:07:10.657+1200","FW: IDAM build","ProCare","2023-10-01"
"10937","SD-932","","Closed","Service Request","2021-05-31T13:07:08.849+1200","","ETP overhead, R&D","ETP","2023-10-01"
"10936","SD-931","Done","Closed","Service Request","2021-05-31T09:25:33.512+1200","2021-05-31T09:43:37.672+1200","Service Desk Ticket Edited: T20210531.0017 - ETP monthly server list required for May (Livestock Improvement Corporation)","LIC","2023-10-01"
"10935","SD-930","Done","Closed","Incident","2021-05-27T13:22:13.530+1200","2021-05-27T15:39:25.072+1200","A prod-oauth identityserver pod is in error - can't access secrets volume","ProCare","2023-10-01"
"10934","SD-929","Done","Closed","Service Request","2021-05-26T14:58:23.942+1200","2021-06-04T09:33:46.690+1200","web app request on Azure","Farmax","2023-10-01"
"10933","SD-928","Done","Closed","Service Request","2021-05-25T13:19:08.239+1200","2021-06-10T09:20:09.269+1200","Split SQL HA and Load Balancer - Go Live Weekend ","NXP","2023-10-01"
"10932","SD-927","Done","Closed","Service Request","2021-05-25T13:17:58.236+1200","2021-06-03T09:26:52.487+1200","Split SQL HA and Load Balancer - Thursday 27th May ","NXP","2023-10-01"
"10931","SD-926","Done","Closed","Service Request","2021-05-24T14:07:12.881+1200","2021-06-10T09:20:21.135+1200","SQL HA Split Discussion","NXP","2023-10-01"
"10930","SD-925","Done","Closed","Service Request","2021-05-21T12:25:47.812+1200","2021-06-04T15:02:53.332+1200","Re: Farmax SSL Certificate","Farmax","2023-10-01"
"10929","SD-924","Done","Closed","Service Request","2021-05-21T12:19:27.743+1200","2021-05-25T15:01:36.144+1200","DevOps request","Farmax","2023-10-01"
"10928","SD-923","Done","Closed","Service Request","2021-05-19T14:50:01.832+1200","2021-05-24T11:16:20.494+1200","Launch new yaml pipeline for IdentifyServer (IDAM)","ProCare","2023-10-01"
"10927","SD-922","Done","Closed","Incident","2021-05-19T13:48:56.617+1200","2021-06-14T08:57:42.735+1200","Memory Leak on fw1.wta","Atlas Gentech","2023-10-01"
"10926","SD-921","Done","Closed","Change","2021-05-18T12:34:53.797+1200","2021-06-15T09:20:20.668+1200","Update firmware on Atlas Gentech firewalls June 10th at 8pm","Atlas Gentech","2023-10-01"
"10925","SD-920","Done","Closed","Incident","2021-05-17T13:49:17.334+1200","2021-05-20T09:25:43.381+1200","LICNT1BATCHP01 - Veeam Incremental Backup Failed","LIC","2023-10-01"
"10924","SD-919","Done","Closed","Service Request","2021-05-14T09:38:01.741+1200","2021-06-14T08:58:50.355+1200","FW: Azure access request","Farmax","2023-10-01"
"10923","SD-918","Done","Closed","Service Request","2021-05-14T09:32:30.424+1200","2021-05-19T09:57:21.946+1200","Setting Secrets in Kube Pods","ProCare","2023-10-01"
"10922","SD-917","","Closed","Service Request","2021-05-12T14:21:41.395+1200","","34230 - Managed Services - LIC","ETP","2023-10-01"
"10921","SD-916","Done","Closed","Incident","2021-05-12T13:57:44.976+1200","2021-05-30T10:06:54.368+1200","FW: Service Desk Ticket Edited: T20210512.0049 - LICNEWNUT05 networking issues (Livestock Improvement Corporation)","LIC","2023-10-01"
"10918","SD-913","","Closed","Service Request","2021-05-12T11:20:56.799+1200","","Talk to David Perry to see if they need MABS on Maui Nutanix","LIC","2023-10-01"
"10917","SD-912","Won't Do","Closed","Service Request","2021-05-12T09:12:21.080+1200","2021-05-24T11:18:10.017+1200","ASR Critical Errors on Azure and Clean up","NXP","2023-10-01"
"10916","SD-911","Done","Closed","Service Request","2021-05-12T08:57:31.894+1200","2021-05-14T09:55:46.859+1200","FW: Farmax vpn","Farmax","2023-10-01"
"10915","SD-910","Won't Do","Closed","Service Request","2021-05-11T13:57:16.745+1200","2021-05-12T13:55:36.506+1200","Fwd: Apple Iphones for AB Vans --- Hiran please ring Pippa and find out what problems she is having.  thanks","LIC","2023-10-01"
"10914","SD-909","Won't Do","Closed","Service Request","2021-05-11T13:56:50.905+1200","2021-05-12T13:55:59.018+1200","Fwd: Urgent -  Craig can you ring Vikki and find out why their access to the server is not working","LIC","2023-10-01"
"10913","SD-908","","Closed","Service Request","2021-05-11T13:23:36.779+1200","","Managed Services - ProCare Health","ETP","2023-10-01"
"10912","SD-907","Done","Closed","Service Request","2021-05-11T09:36:43.960+1200","2021-05-24T11:17:31.794+1200","Veeam Solaris licence renewal","LIC","2023-10-01"
